Gene,immature,A,B
RP11-539G18.2,0,0,0
RP11-539G18.2,0,0,0
RP11-539G18.2,0,0,0
RP11-52B19.10,0,1.76E-02,0
ZDHHC20P3,0,0,0
OR8I1P,0,0,0
RP11-483L5.1,0,0,0
RP11-16F15.4,0,0,0
RP11-585F1.2,0.039436,4.62E-02,0
RP11-264E20.1,0,0,0
OR5AL2P,0,0,0
RP11-144G7.2,0,0,0
RP11-867G23.8,0,0,0
RP11-725K16.2,0,0,0
RP11-113D6.6,0,0,0
RP11-736K20.5,0,6.66E-02,0
RP11-998D10.1,0,0,0
RP11-234B24.2,0.127605,0,0
RP11-687M24.4,0,0,0
RP11-1H15.2,0,0,0
RP11-63D14.1,0,0,0
RP11-867O8.5,0,0,0
RP11-672A2.6,0,0.305159,0
RP4-710M3.2,0,0,0
OR56A7P,0,0,0
RP11-315O6.2,0,0,0
AP000889.2,0,0,0
RP11-65M17.1,0,0,0
OR5G4P,0,0,0
RP11-313I2.13,0,0,0
RP11-513D5.5,0,0,0
CTC-830E23.1,0,0,0
EIF4A2P5,0,0,0
RP11-1082L8.4,0,0,0
CTD-2381F24.1,0,0,0
RP11-131J4.12,0,0,0
LINC00681,0,0,0
FAM85A,0.632908,0.33827,0.376467
RP11-587D21.4,0,0,0
RP11-726G23.12,0,0,0
RP11-618K13.2,0,0,0
RP11-738O11.12,0,0,0
RP11-347H15.2,0.666643,1.137556,1.106661
CARD18,0,0,0
RP11-379J13.2,0,0,0
RP11-113K21.4,0,0,0
RP11-788M5.3,0.248512,0.177525,0.24485
RP11-485O14.1,0,0,0
RP11-203F8.1,0,0,0
RP11-535A19.2,0,0,0
MIR3654,46.801964,22.747889,0.256814
RP11-445F12.1,0,0,0
OR8A2P,0,0,0
RP11-1081L13.3,0,0,0
AP005135.2,0,0,0
AC005363.9,1.959265,3.844745,3.03101
OR4B2P,0,0,0
RP11-178H8.3,0,0,0.155271
RP11-164N3.1,0,0,0
CTD-3074O7.5,0.678097,0.613078,0.660644
RP11-148O21.4,0,0.141579,0
RP11-958J22.2,0,0,0
RP11-390K5.3,0,0,0
RP4-607I7.1,0,0.597934,0
RP13-726E6.3,0,0.10257,0.232638
RP11-780O24.2,0,0,0
NPIPB8,0.65135,0.586809,0.571886
RP1-296L11.1,0,0,0
NEDD8-MDP1,0.423255,0.3737,0.287765
RP11-56P9.4,0,0,0
RP11-25I9.2,0,0,0
POLR2M,5.311461,6.025943,6.716209
RP5-1047A19.6,0,0.112057,0
NDUFS5P6,0,0,0
CTD-2026G22.1,0,0,0
RP11-326C3.4,0,0,0
OR4A43P,0,0,0
RP11-679I18.4,0.074128,0,0
RP11-583F24.5,0,0,0
AP000708.1,0,0,0
OR10V2P,0,4.39E-02,0
CTA-797E19.2,0,0,0
RP11-313I2.5,0,0,0
RP11-727A23.8,0,0,0
RP4-683L5.1,0,0,0
RP11-72M10.2,0,0,0
DEFB108P3,0,0,0
RP11-627G23.1,0,0,0
RP11-168K9.1,0,0,0
RPA2P3,0.068995,0.126562,0.209888
RP11-617B3.2,0,0,0
ENPP7P6,0,0,0
RP11-163O19.11,0,0,0
RP11-56P9.5,0,0,0
LY6G6E,0,0,0
RP11-810P12.5,0,0,0
OR7E1P,0,0,4.65E-02
AP000857.3,0,0,0
RP11-351I21.6,0,0,0
RP11-770G2.2,0,0,0
CTC-497E21.5,0,0,0
ZNF252P-AS1,0.100501,0.195263,0.190589
OR4R2P,0,0,0
FDXACB1,1.848934,1.596581,2.222651
UNC93B6,0.419331,0.252804,0.176685
RP11-124G5.2,0,0,0
RP11-6B19.1,0,0,0
RP11-114F3.5,0.163347,0,0
BRWD1-IT2,0.113199,7.94E-02,0.249009
TRAV1-1,0,0,0
LINC00925,0,8.40E-02,0
RP11-273B20.3,0,0,0
RP1-267D11.1,0,0,0
AP000462.2,0,0,0
RP11-69M1.4,0.116753,0.279038,4.44E-02
OR10G2,0,0,0
RP11-415I12.2,0,0,0
RP11-188C12.2,0,7.68E-02,8.71E-02
RAB44,0,0,0
AL590762.1,0.562298,0.296021,0.895465
Z82188.1,1.194795,57.915543,30.815063
RP4-809F18.1,0,0,0
AP000997.1,0,0,0
RP11-644L4.1,0,0,0
AP000439.2,0,0,0
RP3-377H17.2,0,0,0
RP11-357K6.1,0,0,0
CT476828.3,0,0,0
RP11-377D9.3,0,0,0
PCDHB17,0,0,0
RP11-564D11.3,0,0.133085,0
RP11-547L9.1,0.026939,1.92E-02,8.36E-02
RP11-313F23.3,0,0,0
RP11-196H14.3,0.035544,0,0
MTRNR2L9,10.838417,16.59939,9.116314
AC109992.1,0,0,0
CT476828.4,0,0,0
RP11-234B24.6,0.250196,0,0
NKG2-E,0,0,0
PABPC1P4,0.786142,0.987568,1.264182
RP11-59N23.1,0,0,0
AC093510.1,0,0,0
RP11-361I14.2,0,0,0
RP11-502N13.2,0,0,0
FAM222A-AS1,0,0,0
RP11-466C23.4,0,0,0
RP11-313F23.4,0,0,0
RP11-60C6.3,0,0,0
RP11-256L11.3,0,0,0
RERG-AS1,0,0,0
RP11-212D19.4,0,0.239624,0
ARL6IP1P1,0,0,0
RP11-867G2.6,0,0,0
RP11-885B4.2,0,1.24E-02,0
RP11-253I19.3,0.239202,0,0
RP11-283I3.1,0,0.722492,0
RP11-45F15.2,0,0,0
AC013718.1,6.932549,0.938026,0
JRKL-AS1,0,0,0
RP11-732A19.9,0,0,0
AC084125.1,0,0,0
RP11-227B21.2,0,0,0
RP11-136I14.5,0,0,0
AC005013.1,0,0,0
RP1-127H14.3,0,0,0
RP11-766N7.3,0,0,0
APOOP3,0.091884,0,0
AC090953.1,0,0,0
RP11-46H11.2,0,5.04E-02,0
RP11-292I17.1,0,0,0
CT476828.5,0,0,0
RP11-667M19.9,0.068308,0.221784,0.34381
OR4D2,0,0,0
RP11-121J20.1,0,0,0
SNHG1,29.374659,29.250072,30.666222
RP11-529H2.2,0,0,0
RP11-443N24.1,0.853739,1.188989,1.257957
XXbac-BPG299F13.15,0,0,0
RP11-508P1.2,0,0,0
AC005618.1,0,0,0
CTC-435M10.3,0.017194,4.40E-02,2.76E-02
IFNG-AS1,0,0.109118,9.95E-02
HNRNPABP1,0.247459,6.89E-02,6.07E-02
AC110619.1,0.032281,0,0
AGAP2-AS1,1.536356,2.562065,1.048115
RP11-239A17.1,0,0,0
RP11-757G1.5,0.253771,0,0
AL360078.1,0,0,0
RP11-625L16.1,0,0,0
RP11-283I3.4,0,0,0
AC226150.4,0.100809,0.150123,0.171374
GNAI2P1,0.085467,0,0
RP11-283G6.5,0,0,0
AL451105.1,0,0,0
RP11-22B23.2,0,0,0
RP11-749H20.3,0,0,0
RP11-428G5.5,0.12471,0,0
MRPS18CP4,0,0,0
RP13-512J5.1,0.036335,0,0
RP11-152F13.3,0.173928,0.13678,0.186346
GS1-410F4.4,0,0,0
AP000439.3,0,0,0
RP3-454B23.1,0,0,0
RP11-436I9.3,0,0,0
RP4-765H13.1,0,0,0
RP11-1029F8.1,0,0,0
Z83840.1,0.468698,0.486745,0.773124
AC018692.3,0,0,0
RP11-809N8.6,0,0,0
RP11-711K1.7,0,0,0
RMST,0,0,0
RP11-817J15.3,0,0,0
OR13C5,0,0,0
RP11-561P12.5,0,0.20484,0
OR6J1,0,0,0
PTP4A1P2,0,0,0
RP11-31L22.3,0.393242,0.250158,0.282658
RP1-34M23.5,0,4.87E-02,0
AL162497.1,1.483281,0.445416,0.837825
RP11-357K6.2,0,0,0
KRT8P11,0,0,0
RP11-196H14.4,0,0,0
KLRC4-KLRK1,0.951962,4.89E-02,0
MTRNR2L8,50.142082,63.28931,40.895374
AL590369.1,0.348207,123.702858,6.14E-02
RP5-1154L15.1,0,0,0
RP11-20D14.3,0,0,0
RP11-385N17.3,0,0,0
AL139385.1,4.476335,1.96346,3.253171
TIFAB,2.778656,0.26514,2.37273
RP4-559A3.7,0,0,0.147291
RP11-157G21.2,0.90437,1.610757,1.048016
TAS2R20,0.115408,0.224979,0.312359
RP11-753B7.2,0,0,0
RP11-338K17.8,0,0,0
AC022555.1,0,0,0
AP000593.7,0,0.474667,0
RP11-804A23.1,0,0,0
RP11-167N4.2,0,0,0
TMEM5-AS1,0,0,0
AC061975.9,0,0,0
RP11-407A16.1,0,0,0
PPIAL4B,0.048721,2.15E-02,0.101365
RP11-735A19.2,0,0,0
RP11-87C12.5,0,0,0
PXN-AS1,0.711693,0.636061,0.949982
RP11-612B6.1,0,0,0
RP11-807H22.6,2.563783,0.76488,2.336828
AC073610.5,0,0,0
RP11-444D3.1,0,0,0
RP11-221N13.2,0,0,0
DENND5B-AS1,3.650011,5.972847,2.686691
RP11-667M19.5,0.003509,8.85E-03,6.60E-03
RP11-69C13.1,0,0,0
RP11-613M10.9,0,7.64E-02,0
LINC00346,0.174265,0.490802,0
CTD-2102P23.1,0.116815,0.405883,0.21887
RP11-290C10.1,0,0,0
AC099522.2,6.023177,5.797553,5.528907
RP11-815D16.1,0,6.97E-02,0
RP11-196H14.2,0,0,0
RP11-459D22.2,0,7.38E-02,0
RP11-685N10.1,1.035371,0.980038,1.562214
XXbac-BPG299F13.16,0,0,0
RP11-407A16.8,0,0,0
AP001062.1,0.170277,5.94E-02,1.410764
RP11-136I14.4,0,0,0
AL391319.1,0,0,0
RP11-841C19.3,1.26624,2.10678,1.146036
RP11-405A12.2,0,0,0.125786
AL805909.1,0,0,0
AC113134.1,0,0,0
RP13-895J2.7,0,0,0
AC226150.3,0,0,0
CCND2-AS2,0,0,0
RP11-662I13.2,0.842528,0.580795,0
RP11-983C2.1,0,0,0
AC005000.1,0,0.611986,0
RP11-456I15.2,0,0,0
RP11-867G2.8,0,0,0
RP11-286N22.10,0,0,0
RP11-495K9.5,0,0,0
REXO1L10P,0,0,0
RP11-407A16.4,0,0,0
RP11-351O2.1,0,0,0
RP11-173P15.7,0,0,0
RP11-855O10.3,0,0,0
AP003419.16,0,0,0
RP11-967K21.2,0,0,0
RP11-656E20.5,0,0,0
RP11-804A23.2,0,0,0
RP11-459D22.1,0,0,0
PPIAL4A,0.048721,2.15E-02,0.101365
RP11-69M1.3,0,0,0
RP11-408I18.9,0,0,0
RP5-940J5.3,0,0,0
RP11-438L7.3,0.728606,0.538385,1.775228
RP11-513G19.1,0,0.255838,0
RP11-43N5.1,0.050911,1.79E-02,0
RP11-324E6.8,0,0,0
RP11-592H6.3,0.186313,0,0
CYP2A6,0,0,0
RAB11AP2,0,0,0
RP11-444J21.2,0.730898,0.36297,3.82E-02
AP000439.1,0,0,0
NXPE2P1,0,0,0
RP11-1038A11.1,0,0,0
MT1JP,0.12998,1.748014,0.301265
RP11-1094M14.4,0.255792,0.923428,0
TUBB4BP1,0,0,0
RP11-711M9.1,0.355032,0.697113,0.79968
AC034102.1,37.423603,44.51421,0.950554
RP11-242C24.2,0,0,0
RP11-417L19.4,0,0,0
PSMC1P9,1.462493,1.904221,1.419153
CCDC177,0,0,0
HPRTP4,0,0,0
RP11-429A20.2,0,0,0
RP11-407A16.7,0,0,0
RP11-575F12.2,0,0,0
RP11-20D14.4,0,0,0
AC093734.1,15.651388,17.585413,10.330246
AC084117.3,0,5.82E-02,0
ARAP1-AS1,0,0,0
RP11-728G15.1,0,0,0
RP11-392P7.7,0,0,0
RP11-27M24.1,0,0,0
AL031390.1,0,0,0
HIST1H3G,0,3.37E-02,0
TAS2R63P,0,0,0
RP5-1154L15.2,0,0,0
TCEB1P31,0,0.143991,0
RP11-526P6.1,0,0,0
CT476828.6,0,0,0
CACNA1C-AS4,0,0,0
RP11-197N18.2,2.586238,3.100761,2.497869
RP11-190A12.7,0,0,0
CBX3P4,0,0,0
RP11-364C11.3,0,0,0
RP11-707G14.1,0,0,0
AP000619.6,0.054085,1.92E-02,0
MRPL40P1,0.087958,3.12E-02,0
RP11-291B21.2,0,0.22696,0
PAPPA-AS1,0,0,3.69E-02
RP11-959F10.4,0,0,0
CTSO,12.791744,23.145481,12.315846
RP11-324E6.4,0,0,0
MTRNR2L10,0.196292,0.193453,0.257068
PADI6,0,0,0
RP11-982M15.6,0.110554,0,0
APOPT1,12.643167,7.69668,11.365799
RP11-709A23.2,0,0,0
TRAPPC2P1,3.194104,2.562429,5.232846
DYX1C1,1.697276,0,2.316924
ABO,0,0,0
RP11-117L5.4,0,0,0
AC013269.1,3.731539,2.657911,4.771904
A2MP1,0,0,0
RP11-56H16.1,0,0,0
RP11-465L8.1,0,0,0
RP11-335I12.2,0,0,0
C21orf119,2.024438,2.113095,2.054837
RP11-81H14.3,0.02286,9.50E-02,0
RP11-335O4.1,0,0,0
RP11-318G8.2,0,0,0
AE000658.25,0.152857,0.167861,8.87E-02
RP11-366L20.3,0,0,0
RP11-134N1.2,0,0,0
RP11-337L12.1,0,0,0
ZNF432,3.723876,2.790794,3.428361
RP11-627G1.1,0.446543,0.296308,0.391155
hsa-mir-8072,0.19369,0.488465,1.301603
RP11-158L12.2,0,0,0
LINC00696,0,0,0
RP11-691F15.1,0,0.186401,0
AP000721.4,0,0,0
RP11-90D4.3,0,6.08E-03,0
RP1-96H9.5,0.414614,0.211201,0.448314
RP13-672B3.5,0,4.11E-02,0
RP11-319E16.1,0,0,0
RP11-783K16.14,0.207559,0,1.03006
RP11-778H2.1,0,0,0
AC010296.1,0,0,0
AC093334.1,0,0,0
LINC01152,0,0,0
RP5-944M2.4,0,0,0
LINC00944,0,0.216538,0
RP11-674J14.3,0,0,0.125436
RP11-113C12.8,0,0,0
RP11-174M13.2,0,0,0
RP11-127B1.1,0,0,0
RP11-968O1.5,0.294771,0.206697,0
AL513327.1,0.3984,0.324428,0.544081
Z95704.5,0.834953,0.988843,0
RP11-319E16.2,0,0,0
RP11-809N8.5,1.677944,1.392887,1.952619
RP11-357K6.3,0,0,0
RP11-885B4.1,0,0,0
RP11-76C10.5,0,0,0
RP11-463O12.3,0,0,0
RP11-277P12.9,0,0,0
RP11-80N2.2,0,0,0
RP11-820K3.4,0,0,0
SMLR1,0,0,7.10E-02
CCND2-AS1,0,0,0
XXbac-BPG248L24.13,0,0,0
ATF4P4,3.046296,3.237163,3.216211
GCSHP4,0,0,0
RP11-473M14.3,0,0,0
RP11-627K11.3,0.124955,0.179068,0
AC004889.1,0,0,0
AP000438.4,0,0,0
AL590325.1,0,0,0
RP11-612B6.2,1.492613,1.997914,0
AL732372.1,0,0,0
TAS2R30,0,0,0
RP11-167N4.5,0,0,0
RP11-290I21.2,0,0,0
LINC00507,0,0,0
RP11-64D24.4,0,0,0
RP11-881M11.4,0,0.223766,0
TSPAN9-IT1,0,0,0
RP11-439H13.2,0,0,0
RP11-243M5.1,0,0,0
PSMA1,0,0,0
RP11-897M7.1,0,0,0
AC005255.3,8.246841,7.933641,8.214681
RP11-1018J11.1,0,6.516615,5.918286
AL773602.1,0,0,0
RP11-1038A11.2,0,0,0
CTD-2331C18.5,0,7.36E-02,0
AE000661.36,0,0,0
MTRNR2L3,0.267305,0.252815,8.39E-02
ZNF10,0.330406,0.901171,0.359097
AL590710.1,0.276984,0.259757,0.410816
RP11-582E3.2,0,0,0
ZNF486,0.753865,0.566189,1.373138
RP11-771K4.1,0,0,0
RP11-283G6.4,0,0,0
SMIM3,0.510555,0.486115,0.164756
RP11-434C1.2,0,0,0
RP11-473N11.2,0.78936,1.239695,0.855506
AL589642.1,0.173244,0.153322,9.86E-02
AC010620.1,0.297131,0.208698,0.23691
RPL7AP3,0,0,0
RP11-123O10.4,0,0,0
RP11-324E6.6,0,0,0
RP11-989F5.1,0,0.151272,0
CT476828.7,0,0,0
AP000647.3,0,0,0
RP11-443N24.4,0,0,0
CACNA1C-IT2,0,0,0
RP11-495K9.9,0,0,0
RP11-366L20.4,0,0,0
AC104698.1,0.242153,0.257953,6.89E-02
USP30-AS1,2.066663,35.686882,3.991208
DDX11L8,0.168117,0.138278,0
RP11-221N13.3,0,0,0
HMBS,7.528005,7.476183,8.001586
CACNA1C-AS2,0,0,0
RP11-71J4.2,0,0,0
TAS2R64P,0,8.20E-02,0
RP5-916L7.2,0,0,0
RP11-182J1.5,0,0,0
RP11-466C23.5,0,0,0
RP11-136I14.2,0,0,0
RP11-504G3.4,0.111913,8.06E-02,9.07E-02
RP11-365O10.1,0.308437,0.496071,0.226582
OSBPL9P5,0,0,0
RP11-983C2.3,0,0,0
RP11-664H17.1,0,0,0
RP11-277P12.10,0,0,0
RP11-955H22.1,0,0,0
RP11-114F3.2,2.240229,2.525987,3.694394
ZNF225,1.47111,1.335951,1.771606
AC005086.2,0,0,0
RP11-474D1.1,0,0,0
RP11-989F5.3,0.612912,8.43E-02,0.277404
AC138031.2,0,0,0
RP11-512M8.3,0.048294,8.75E-02,3.97E-02
AL359757.1,0,0,0
RP11-4N23.1,0,0,0
AC009469.1,3.797751,1.056061,1.76573
NDUFA5P6,0,0,0
RP11-64B16.5,0,0,0
RP13-977J11.8,0,0,0
RP11-338E21.3,0,0,0
AP000462.1,0,0,0
HIST1H3F,0,0,0
RP11-153K16.1,0,0,0
AL049542.1,0,0,0.147071
RP11-611O2.1,0.196257,0,0
NIFKP3,0,0,0
RPL41P2,37.374855,28.136497,39.084419
RP11-233G1.4,0,0,0
ABCC6P1,0,0,0
RP11-21A7A.3,0,0,0
RP3-446N13.1,0,0,0
RP11-662M24.1,0,0,0
CT476828.8,0,0,0
RP11-72J9.1,0,0,0
OR8R1P,0,0,0
CTD-3074O7.11,1.69036,1.199725,0
AE000658.30,0.273753,9.66E-02,0
RP1-7G5.5,0,0.109982,0
AL109922.2,0,0,0
RP11-686N4.1,0,0,0
AC104304.1,0,0,0
NTAN1P3,0,0,0
HSPA8P5,0.912094,0.702891,0.547216
RP11-349I1.2,0,0,0
RPL31P57,0,0,0
RP11-707G14.7,0,0,0
RP11-613F22.6,0,0,0
RP11-955H22.3,0,0,0
RP11-173P15.3,0,0,0
RP11-359J14.3,0,0,0
RP11-428G5.4,0,0,0
RP11-711K1.8,0,0,0
PPIAL4D,0.110974,7.72E-02,0.135567
RP11-1060J15.4,0,0,0
RP11-993B23.1,0,0,0
TRAV8-5,0,9.62E-02,0
RP11-500M8.4,0.092878,0,0
AC020910.2,0.358239,0.423656,0.414203
AE000658.27,0.759462,1.349316,1.548992
AP000244.1,0,0,0
RP11-606D9.1,0,0,0
AC092143.1,0,0,0
SDIM1,0,0,0
AC138123.2,109.144279,78.344765,119.159477
ASIC5,0,0,0
RP11-274J7.3,0,0,0
RP11-673D15.7,0,0,0
RP11-7N14.1,0,0,0
AC109133.1,0,0,0
RP11-446E24.4,0,4.87E-03,0
RP11-1038A11.3,0,0,0
OSBPL9P4,0,0,0
RP11-886D15.1,0,0,0
RP11-495K9.7,0,0,0
AC092989.1,0,0,0
RP11-118B22.4,0,0,0
RP1-102E24.8,0,0.518724,0
TAS2R31,0.051331,8.77E-02,8.73E-02
AC008731.1,0.004849,2.650682,6.90E-03
RP11-443N24.3,0,0,0
RP11-300I6.5,0,0,0
RP11-705C15.4,0,0,0
RP11-794G24.1,0.077867,8.70E-02,0
RP11-809N8.4,1.05017,1.206792,0
RP11-424M22.1,0,0,0
RP11-667M19.10,0,0,0
DND1,0.305145,8.76E-02,5.01E-02
CT476828.9,0,0,0
RP11-363J17.1,0,0,0
RP11-116G8.5,0,0,0
SALL3,0,0,0
RP11-613F22.5,0.696946,0.393873,0.493336
RP11-428G5.6,0,0,0
AP003026.1,0,0,0
RP11-856F16.2,0,0,0
RP11-437F6.1,0,0,0
TRAV11,0,0,0
RP11-185H22.1,0,0,0
RP11-21A7A.4,0,0,0
RP11-625L16.3,0,0,0
RP13-507P19.1,0,0,0
CT476828.10,0,0,0
AL118508.1,0,0,1.21E-02
RP5-944M2.1,0,0,0
RP11-955H22.4,0,0,0
AL928654.1,0.349898,0.160647,0.404249
CTC-465D4.1,0,0,0
RP11-73M18.2,0,0,0
RP11-955H22.2,0,0,0
RP11-1060J15.7,0,0,0
RP11-554A11.6,7.143974,0.341557,9.102978
RP11-860B13.3,0,0,0
RP11-977P2.1,0,0,0
AP003419.11,29.24457,34.513565,43.882858
CCL3L3,6.8357,30.648682,2.07281
RP11-807H22.5,0,0,0
CT476828.11,0,0,0
POLG2,3.91607,4.638921,4.531982
AP002833.1,0,0,0
AP006285.1,0,0,0
AC019294.1,0.103865,9.41E-02,6.99E-02
RP11-212D19.5,0,0,0
RP11-785H5.1,9.34524,10.540363,7.108745
RP11-847H18.3,0,4.88E-02,0
RP11-598F7.6,0.049978,0,0
RP13-895J2.3,0,0,0
AL139819.1,0,0,0
AC156455.1,0,0.197022,0.389754
RP13-653N12.1,0,0,0
RP11-113C12.4,0,8.45E-03,0
TRAV1-2,0.801859,0.668609,0
RP11-1060J15.3,0,0,0
RP11-256L11.1,0,0,0
NANOGNBP2,0,0,0
RP11-424M22.3,0.039289,2.78E-02,0
RP4-734P14.4,0,0,2.20E-02
RP11-800A3.3,0,0,0
RP11-173P15.5,0,0,0
RP11-274J7.2,0,0,0
OR13A1,0,0,0
RP13-977J11.2,0.789375,0.959906,0.769162
RP11-283I3.2,0,9.63E-02,0
AC135776.1,0.074948,0.161932,0.131403
NLRP9P,0.040291,0,0
RP11-75L1.1,0,0.209576,0
AC091171.1,13.361695,11.452663,12.734264
RP11-613F22.8,0.008547,0,0
ENPP7P5,0,3.11E-02,0
TRDV3,0,0,0
RP11-286N22.8,0.139384,1.939669,8.580788
RP11-705C15.2,15.154985,26.22724,7.108694
RP11-522N14.2,0,0,0
RP11-749H20.4,0,0,0
AC020663.1,11.607773,7.83E-03,11.071375
RP11-667M19.2,0.132926,0,0
AC093668.2,0.936354,0.240186,0.643306
RP11-64B16.4,0,0,0
CYP2B7P,0,0,0.323135
RP13-7D7.1,0,0,0
RP11-59N23.3,0,0,0
RP11-815J4.6,0.083532,4.06E-02,0.140758
MTRNR2L1,23.195284,24.546341,21.690979
CT476828.12,0,0,0
RP11-582E3.4,0.298708,0.177756,0
RP11-133L14.2,0,0,0
RP11-6B19.3,0,0,0
ZBTB11-AS1,1.964828,2.392634,1.954716
TAS2R67P,0.067249,0,0.228642
RP11-428I12.1,0,0,0
CT476828.13,0,0,0
RP13-672B3.2,0,0,0
RP11-169D4.2,0.078928,0,0
RP11-76I14.1,0,0,0
RP11-666F17.2,0,0,0
LINC00273,0,3.27E-02,7.32E-02
RP11-349K16.1,0,0,0
PSMA2,0,0,0
RERG-IT1,0,0,0
RP11-144O23.8,0,0,9.20E-02
RP11-429A20.4,0,0,0
TMEM75,0.036239,0,0
RP11-144O23.20,0,0,0
RP11-180M15.4,0,0,0
RP13-653N12.2,0,0,0
CLEC12B,1.219814,0.18823,0.161396
A2ML1-AS1,0,0,0
RP11-424C20.2,0.413701,5.82E-02,6.22E-02
RP11-611O2.3,0.600803,0.552887,1.073127
KLRAP1,0.219686,9.18E-02,0.124557
RP11-338E21.1,0,0,0
LIMS3L,0,5.80E-02,0.112018
RP11-218M22.2,0,0,0
RP11-599J14.2,0,0,0
RP11-172C16.4,0,1.33E-02,5.69E-02
RP11-611O2.2,0,0,0
CCDC58P5,0,0,0
TAS2R12,0.058045,8.30E-02,0
ZNF350,4.950221,5.08047,5.597557
RP11-49K4.2,0,0,0
RP11-443N24.2,0,0,0
RP11-727F15.9,1.898367,2.261027,0.974279
RP11-476M19.3,0,0,0
AC139099.1,0,0,0
RP11-598F7.5,0,0,7.66E-02
RP1-166H1.2,0,0,0
RP11-669N7.3,0,0,0
SDCCAG3P1,0,0.175151,0
CTD-2017C7.1,0.047684,0,0
RP5-1096D14.3,0,0,0
RP11-444B24.2,0,0,0
AL139812.1,0.179843,0.449847,0.180051
RP11-785H5.2,0,0,1.651993
PGA5,0,1.94E-02,0
RP11-73M14.1,0,0,0
AL050302.1,0,0,0
AP000797.3,0,0,0
RP11-436I9.6,0.317978,7.74E-02,0
CACNA1C-IT3,0,0,0
RP11-167N4.4,0.04563,0,7.55E-02
RP11-662M24.2,0,0,0
AL591069.1,0,0,0
RP11-407A16.3,0,0,0
RP11-881M11.8,0,0,0
RP11-613F22.7,0,0,0.119305
RBBP4P5,0.114692,0.104498,0
RP11-45F15.1,0,0,0
RP13-941N14.1,0,0,0
RP11-680H20.1,19.35734,15.659972,18.666384
RP11-17G12.3,3.164621,6.086285,0.900916
RP11-860B13.1,0,0,0
RP11-234B24.5,0,0,0
RP11-3L23.2,0,0,0
RP11-695J4.2,1.000493,0.744111,1.177315
HPRTP3,0,0,0
RP11-871F6.2,0,7.01E-02,0.171572
RP11-159N11.3,0,0,0
AL008733.1,0,0,0
STH,0,0,0
RP1-116K23.1,0,0,0
CACNA1C-AS3,0,0,0
ZNF253,1.027679,1.440974,1.496535
RP11-268P4.2,0,0,0
PDCL3P7,0,0,0
RP11-60C6.5,0.138062,0.139717,0.181603
RP11-503G7.1,0,0,0
AP001029.1,0.875455,2.68E-03,4.95E-02
RP11-697H9.2,0,0,0
RP11-429A20.3,0,0,0
KLRF2,0,0,0
RP11-500M8.6,0,6.23E-02,0.123353
RP11-680F8.1,0,0,0
RP11-133L14.5,0,0,0
RP13-977J11.5,0,0,0
AC004706.1,0.276762,0.402953,0.352561
RP11-76C10.2,0,0,0
RP11-7M8.2,0,0,0
CAPNS2,0,0.231544,8.42E-02
RP11-804A23.4,0,0,0
RP11-158L12.5,0,0,0
AL590325.2,0,0,0
TPT1P12,0.013862,7.88E-02,0
AP001069.1,0,0,0
AC084125.2,0,0,0
RP11-21A7A.2,0,0,0
CTD-2140B24.4,0,0,0
AC138744.2,0.298462,0.143249,0.329353
RP11-214K3.5,0.151674,0,0.247711
GS1-410F4.5,0,0,0
CACNA1C-IT1,0,0,0
CT476828.14,0,0,0
RP11-467L13.4,9.358461,7.829367,9.371869
RP11-282K24.2,0,0,0
AC007401.1,0.040519,9.00E-02,7.71E-02
CCND2P1,0,0,0
RP11-405A12.1,0.196254,0.146549,0.176505
XXbac-BPG16N22.5,0,0.170899,0
KNOP1P1,0.026859,3.97E-02,0
RP11-512M8.5,0,0,0
RP11-664D1.1,0,0,0
RP11-959F10.6,0,0,0
CT476828.15,0,0,0
SLC5A8,0,0,0
AL021977.1,0,0,0
AL080274.1,0,0,0
RP11-503G7.2,0,0,0
AC087897.1,0,0,0
RP11-284H19.1,0,0,0
AC091320.1,0,0,0
RP11-64B16.3,0,0,0
AP001877.1,0.420248,0.617386,0.188396
RP13-81N3.2,0,0,0
AC093847.1,0,0,0
MTRNR2L7,0,0,0
RP11-283G6.3,0.433606,0.591851,0.783519
PSMC1P8,0,0,1.54E-02
RP11-17G12.2,0.174185,0.165006,0
RP11-707G14.8,0.199049,0.205833,0.285917
RP11-986G18.1,0,7.43E-02,0
A2ML1-AS2,0,0,0
AC090571.1,0.146618,0,0
RP11-474D1.2,0,0,0
RP11-75L1.6,0,0,0
RP1-102E24.6,0,6.28E-02,0
RP11-221N13.4,0,0,0
RP11-817J15.2,0,0,0
RP11-81H14.4,0,0.189447,0
CR753846.1,0,0,0
RP11-749H20.1,0,0,0
RP11-449P1.1,0,0,0
GPR123-AS1,0,0,0
RP5-944M2.2,0,0,0
RP11-809N8.2,0,0,0
AC067852.1,0.624847,0.562531,1.028011
RP11-436I9.5,0,0,0
RP11-783K16.5,0,0.814477,1.5804
RP13-895J2.2,0,0,0
RP11-881M11.1,0,0,0
RP11-64D24.2,0,0,0
RP11-598F7.3,6.505414,5.647997,3.173638
RP11-87C12.2,0.274614,0.118209,0.274086
AC055876.1,9.134308,2.600596,7.082649
RP11-6B19.2,0,0,0
RP11-417L19.2,0,0,0
RP11-216P16.4,0,0,0
RP11-613M10.8,4.164486,1.499836,1.697065
RP11-273B20.1,0,1.895482,0.237985
SNRPEP2,5.906782,4.122324,4.80731
RP11-320N7.2,0,0,0
LINC00508,0,0,0
AP000462.3,0,0,0
